City,date,AvgTemperature,PredictedTemps
Buenos Aires,2019-03-03,66.82857142857144,71.31871587188029
Buenos Aires,2019-03-10,70.14285714285714,68.4200547901309
Buenos Aires,2019-03-17,69.39999999999999,67.04709004287827
Buenos Aires,2019-03-24,63.27142857142858,65.98216816992239
Buenos Aires,2019-03-31,66.21428571428571,66.53371843678293
Buenos Aires,2019-04-07,66.87142857142858,64.01711579662918
Buenos Aires,2019-04-14,65.94285714285714,62.25555922126453
Buenos Aires,2019-04-21,64.3,61.39701715647107
Buenos Aires,2019-04-28,61.29999999999999,58.49671674713197
Buenos Aires,2019-05-05,61.87142857142857,58.03375776807778
Buenos Aires,2019-05-12,59.24285714285714,57.74286113960671
Buenos Aires,2019-05-19,56.066666666666656,54.39799596684618
Buenos Aires,2019-05-26,54.65714285714286,53.87392230936464
Buenos Aires,2019-06-02,53.0,51.174911994405385
Buenos Aires,2019-06-09,57.98571428571428,51.292476549438575
Buenos Aires,2019-06-16,59.52857142857143,50.7199164841977
Buenos Aires,2019-06-23,56.54285714285714,51.145569158535736
Buenos Aires,2019-06-30,51.21428571428572,51.76975005427006
Buenos Aires,2019-07-07,42.58571428571429,51.414093797606576
